time,WQI,temperature,pH,oxygen,Conductivity,Turbidity,Permanganate,AmmoniaNitrogen,phosphorus,nitrogen
2021/03/19 20:00,0.983666667,25,7.43,6.98,215,8.27,5.72,0.081,0.059,2.193
2021/03/20 0:00,1.001266667,25.22,7.56,7.42,213.91,8,5.72,0.081,0.059,2.193
2021/03/20 4:00,0.966,25.23,7.59,7.25,210.1,8.71,5.94,0.039,0.066,2.021
2021/03/20 8:00,0.9588,25.35,7.54,7.06,206.84,9.09,5.91,0.04,0.066,2.027
2021/03/20 12:00,0.973133333,26.07,7.67,7.26,203.25,9.31,6.25,0.048,0.072,1.964
2021/03/20 16:00,0.9608,25.59,7.42,6.44,209.9,8.17,5.73,0.089,0.068,2.132
2021/03/20 20:00,0.9986,25.7,7.8,7.97,211.87,8.29,6.15,0.025,0.065,2.024
2021/03/21 0:00,0.9942,25.59,7.8,7.86,212.94,8.13,6.15,0.025,0.065,2.024
2021/03/21 4:00,0.936666667,25.49,7.64,7.14,208.62,8.9,5.9,0.036,0.066,1.906
2021/03/21 8:00,0.888666667,24.86,7.33,6.08,209.74,8.55,5.69,0.079,0.061,1.895
2021/03/21 12:00,0.9158,24.51,7.26,5.86,208.8,8.85,5.76,0.112,0.067,2
2021/03/21 16:00,0.9408,24.26,7.4,6.33,207.45,12.05,5.94,0.113,0.071,1.98
2021/03/21 20:00,0.948,23.78,7.34,6.33,208.12,12.77,5.97,0.112,0.073,2.002
2021/03/22 0:00,0.9464,23.3,7.35,6.29,207.6,12.7,5.97,0.112,0.073,2.002
2021/03/22 4:00,0.943933333,22.82,7.34,6.4,206.58,12.84,5.89,0.101,0.077,1.972
2021/03/22 8:00,0.933266667,22.22,7.29,6.4,208.2,11.36,5.81,0.115,0.071,1.948
2021/03/22 12:00,0.967533333,22.34,7.34,6.6,209.92,10.19,5.86,0.106,0.074,2.065
2021/03/22 16:00,0.971133333,22.33,7.39,6.8,208.69,11.74,5.86,0.114,0.078,2.015
2021/03/22 20:00,0.954133333,21.99,7.34,6.64,209.17,11.03,5.92,0.119,0.075,1.962
2021/03/23 0:00,0.927866667,21.86,7.29,6.43,208.44,10.96,5.78,0.127,0.076,1.883
2021/03/23 4:00,0.932933333,21.74,7.28,6.33,207.03,11.16,5.83,0.126,0.077,1.916
2021/03/23 8:00,0.9058,21.5,7.23,6.1,207.19,10.97,5.61,0.141,0.073,1.868
2021/03/23 12:00,0.932,21.73,7.27,6.32,208.72,10.34,5.76,0.12,0.077,1.931
2021/03/23 16:00,0.958133333,21.76,7.35,6.85,207.73,9.55,5.92,0.114,0.076,1.94
2021/03/23 20:00,0.9368,21.62,7.27,6.35,206.49,11.36,5.94,0.127,0.08,1.897
2021/03/24 0:00,0.919533333,21.49,7.18,6.14,205.59,11.19,5.65,0.137,0.08,1.891
2021/03/24 4:00,0.908533333,21.37,7.18,5.95,206.23,10.5,5.68,0.135,0.076,1.891
2021/03/24 8:00,0.891133333,21.25,7.14,5.76,201.62,10.56,5.53,0.15,0.074,1.862
2021/03/24 12:00,0.951933333,21.51,6.82,6.83,203.77,8.76,5.53,0.243,0.081,1.824
2021/03/24 16:00,1.018933333,21.81,7.11,7.68,203.94,8.63,6.31,0.142,0.081,1.96
2021/03/24 20:00,1.037666667,21.73,7.12,7.95,204.09,10.07,6.14,0.132,0.082,2.033
2021/03/25 0:00,0.971333333,21.73,6.99,6.76,205.99,9.07,5.62,0.135,0.08,2.033
2021/03/25 4:00,0.960066667,21.61,6.91,6.19,204.92,10.26,5.57,0.153,0.083,2.066
2021/03/25 8:00,0.9518,21.61,6.83,5.64,207.11,11.13,5.37,0.174,0.081,2.157
2021/03/25 12:00,0.9592,22.1,6.89,5.93,207.76,9.66,5.46,0.176,0.082,2.114
2021/03/25 16:00,1.021133333,22.48,7.15,7.59,204.74,8.41,5.92,0.135,0.08,2.066
2021/03/25 20:00,0.9686,21.98,6.95,6.4,205.91,8.64,5.52,0.178,0.077,2.08
2021/03/26 0:00,0.9376,21.84,6.84,5.85,205.11,8.91,5.31,0.165,0.078,2.078
2021/03/26 4:00,0.917733333,21.74,6.82,5.64,204.98,9.07,5.26,0.16,0.078,2.034
2021/03/26 8:00,0.924333333,21.85,6.84,5.93,205.26,8.31,5.17,0.136,0.074,2.068
2021/03/26 12:00,0.969533333,22.58,6.98,6.99,207.18,8.2,5.53,0.078,0.079,2.055
2021/03/26 16:00,1.032933333,22.91,7.26,8.33,206.98,9.07,5.83,0.042,0.078,2.095
2021/03/26 20:00,0.9706,22.34,7.11,7.34,206.38,8.58,5.58,0.084,0.073,2.006
2021/03/27 0:00,0.943466667,22.21,7.06,7.22,205.49,8.58,5.51,0.071,0.074,1.914
2021/03/27 4:00,0.9564,22.26,7.13,7.71,205.05,9.23,5.55,0.038,0.074,1.907
2021/03/27 8:00,0.959266667,22.46,7.16,7.78,204.84,8.23,5.51,0.033,0.071,1.934
2021/03/27 12:00,1.013266667,22.94,7.4,8.6,207.39,8.32,5.72,0.025,0.072,2.008
2021/03/27 16:00,0.971866667,22.82,7.34,8.52,210.87,7.44,5.63,0.025,0.069,1.847
2021/03/27 20:00,0.983733333,22.72,7.32,8.55,211.37,8.58,5.56,0.025,0.067,1.922
2021/03/28 0:00,0.9796,22.8,7.28,8.04,209.65,8.4,5.58,0.065,0.067,1.96
2021/03/28 4:00,0.987133333,22.94,7.35,8.43,209.42,7.84,5.59,0.043,0.067,1.94
2021/03/28 8:00,0.955133333,22.94,7.19,7.87,213.14,7.62,5.26,0.045,0.061,1.975
2021/03/28 12:00,0.978133333,23.42,7.46,8.62,212.97,6.78,5.59,0.026,0.065,1.884
2021/03/28 16:00,0.994333333,23.3,7.34,8.18,209.74,7.58,5.8,0.088,0.067,1.946
2021/03/28 20:00,1.039533333,23.42,7.75,9.6,210.09,7.66,5.8,0.035,0.065,1.951
2021/03/29 0:00,0.990266667,23.42,7.56,8.45,212.05,7.59,5.54,0.063,0.065,1.95
2021/03/29 4:00,0.957066667,23.27,7.3,7.79,208.67,8.14,5.84,0.067,0.066,1.857
2021/03/29 8:00,0.949466667,23.42,7.25,7.72,209.66,7.37,5.48,0.054,0.067,1.901
2021/03/29 12:00,1.124066667,24.5,8.12,10.99,208.17,7.78,6.68,0.025,0.075,1.909
2021/03/29 16:00,1.2042,28.12,9.07,13.39,211.59,6.62,6.66,0.025,0.071,1.853
2021/03/29 20:00,1.257133333,26.91,9.28,15.2,211.31,6.85,6.73,0.025,0.063,1.784
2021/03/30 0:00,1.078866667,25.28,8.01,12.45,223.57,6.78,5.51,0.025,0.05,1.711
2021/03/30 4:00,1.044066667,24.63,8.39,10.82,215.98,7,5.9,0.025,0.058,1.758
2021/03/30 8:00,1.061,24.87,8.4,10.65,214.75,7.44,6,0.025,0.063,1.835
2021/03/30 12:00,1.100733333,25.59,8.65,11.46,213.93,6.9,6.16,0.025,0.064,1.84
2021/03/30 16:00,1.213733333,28.95,9.27,13.68,216.25,6.61,6.82,0.025,0.069,1.826
2021/03/30 20:00,1.285933333,27.39,9.4,16.09,215.35,6.92,6.7,0.025,0.06,1.77
2021/03/31 0:00,1.235,26.6,9.44,15.54,215.82,6.64,6.66,0.025,0.059,1.637
2021/03/31 4:00,1.054733333,25.24,8.72,10.93,214.2,7.21,6.16,0.025,0.062,1.726
2021/03/31 8:00,1.0374,25.11,8.33,9.81,215.59,6.86,6.15,0.026,0.065,1.849
2021/03/31 12:00,1.029066667,25.47,8.1,9.65,214.42,6.17,6.05,0.051,0.065,1.831
2021/03/31 16:00,1.1284,26.07,8.78,11.29,212.76,7.47,6.87,0.039,0.07,1.85
2021/03/31 20:00,1.031,25.1,8.27,9.47,214.54,7.27,6.06,0.065,0.065,1.861
2021/04/01 0:00,1.0474,25.23,7.38,9.88,224.95,6.73,6.06,0.065,0.065,1.861
2021/04/01 4:00,1.018,25.35,7.9,9.89,219.28,7.02,5.91,0.025,0.06,1.802
2021/04/01 8:00,0.979,25.23,7.52,8.88,217.83,7.13,5.85,0.03,0.06,1.814
2021/04/01 12:00,1.047733333,26.06,8.22,10.31,212.52,7.84,6.43,0.025,0.065,1.755
2021/04/01 16:00,1.090066667,26.42,8.53,11.23,214.4,6.96,6.62,0.026,0.061,1.77
2021/04/01 20:00,0.986733333,25.71,8.6,8.64,208.45,8.76,6.28,0.046,0.065,1.788
2021/04/02 0:00,0.926866667,25.84,7.52,8.78,231.15,7,5.66,0.025,0.054,1.64
2021/04/02 4:00,0.9808,25.83,7.64,8.36,218.69,7.79,6.45,0.025,0.064,1.812
2021/04/02 8:00,0.985,25.74,8.02,8.41,213.68,7.85,6.36,0.025,0.064,1.838
2021/04/02 12:00,0.987866667,26.08,8.35,8.5,209.49,7.15,6.35,0.025,0.069,1.811
2021/04/02 16:00,0.998533333,26.31,8.78,8.67,209.16,7.24,6.85,0.026,0.066,1.761
2021/04/02 20:00,1.008266667,26.07,8.75,8.83,210.65,8.27,6.92,0.025,0.067,1.762
2021/04/03 0:00,1.006666667,25.97,8.56,8.79,212.83,7.38,6.92,0.025,0.067,1.762
2021/04/03 4:00,0.973866667,25.95,8.06,8.43,215.37,8.33,6.5,0.025,0.068,1.735
2021/04/03 8:00,0.938333333,25.95,7.83,8.07,207.74,8.24,6.28,0.025,0.068,1.666
2021/04/03 12:00,1.0182,26.43,8.05,8.29,205.03,8.44,6.45,0.025,0.074,1.963
2021/04/03 16:00,0.992,26.43,8.13,8.48,208.61,8.14,6.45,0.03,0.079,1.764
2021/04/03 20:00,0.978266667,26.13,8.07,8.55,213.16,7.84,6.38,0.025,0.071,1.738
2021/04/04 0:00,0.966266667,25.94,7.82,8.35,214.33,8.22,6.23,0.025,0.068,1.758
2021/04/04 4:00,0.7338,25.95,7.65,8.01,214.38,7.51,,0.025,0.069,1.697
2021/04/04 8:00,0.7346,26.18,7.99,8.03,207.86,7.57,,0.025,0.069,1.697
2021/04/04 12:00,1.027666667,27.15,8.7,9.97,203.37,7.22,6.86,0.025,0.074,1.606
2021/04/04 16:00,1.204266667,27.64,9.17,13.48,202.79,9.21,7.61,0.025,0.076,1.652
2021/04/04 20:00,0.922533333,25.83,8,7.14,209.32,7.79,6.07,0.086,0.072,1.727
2021/04/05 0:00,1.002933333,26.19,8.6,9.15,206.43,9.24,6.07,0.086,0.072,1.727
2021/04/05 4:00,0.947866667,25.82,8.34,7.91,207.65,8.89,6.41,0.03,0.075,1.684
2021/04/05 8:00,0.905,25.71,8.09,7.4,207.04,7.48,6.12,0.034,0.07,1.641
2021/04/05 12:00,0.969866667,26.43,8.41,8.38,206.34,8.75,6.5,0.025,0.079,1.67
2021/04/05 16:00,0.9756,26.43,8.37,8.41,206.64,7.73,6.66,0.025,0.073,1.696
2021/04/05 20:00,0.9496,25.83,8,8.03,208.3,9.36,6.3,0.03,0.077,1.677
2021/04/06 0:00,0.96,25.83,8.18,8.29,208.98,9.33,6.3,0.03,0.077,1.677
2021/04/06 4:00,0.907466667,25.64,7.45,7.69,217.96,8.08,5.81,0.038,0.068,1.653
2021/04/06 8:00,0.8926,25.76,7.28,7.44,215.42,7.53,5.94,0.034,0.069,1.606
2021/04/06 12:00,0.9886,26.55,7.99,8.61,209.04,8.48,6.54,0.045,0.078,1.696
2021/04/06 16:00,0.9992,26.67,8.18,9.28,209.04,7.81,6.54,0.025,0.073,1.66
2021/04/06 20:00,1.003,26.19,8.04,9.53,211.62,8.46,6.66,0.025,0.073,1.609
2021/04/07 0:00,0.931533333,26.3,7.32,9.36,224.08,8.41,5.86,0.025,0.064,1.464
2021/04/07 4:00,0.971,26.31,7.65,8.97,215.53,8.91,6.48,0.025,0.072,1.596
2021/04/07 8:00,0.958466667,26.32,8.05,8.72,210.13,8.5,6.47,0.025,0.072,1.585
2021/04/07 12:00,1.032133333,26.67,8.17,9.38,213.54,8.67,6.85,0.025,0.079,1.723
2021/04/07 16:00,0.987466667,26.55,7.96,9.05,213.7,8.97,6.56,0.025,0.074,1.639
2021/04/07 20:00,0.9418,26.21,7.47,8.07,217.25,8.92,6.39,0.027,0.073,1.638
2021/04/08 0:00,0.9486,26.19,7.31,8.24,221.34,8.5,6.39,0.027,0.073,1.638
2021/04/08 4:00,0.959533333,26.09,7.91,8.09,212.47,9.62,6.64,0.025,0.077,1.663
2021/04/08 8:00,0.941066667,26.19,8.02,7.85,213.6,8.82,6.53,0.025,0.074,1.652
2021/04/08 12:00,1.0436,27.14,8.31,9.69,214.87,9.16,6.81,0.025,0.079,1.725
2021/04/08 16:00,0.999533333,26.67,8.35,8.91,215.09,9.72,6.94,0.025,0.076,1.654
2021/04/08 20:00,0.938666667,26.07,8.07,7.04,211.84,9.82,6.62,0.059,0.076,1.743
2021/04/09 0:00,0.948666667,25.84,8.18,7.29,211.72,11.39,6.62,0.059,0.076,1.743
2021/04/09 4:00,0.948133333,25.83,8.24,7.29,211.84,11.79,6.88,0.025,0.081,1.706
2021/04/09 8:00,0.911333333,25.71,7.94,6.63,211.6,10.25,6.61,0.035,0.08,1.694
2021/04/09 12:00,0.978466667,25.95,8.34,7.61,209.77,10.13,7.31,0.025,0.083,1.712
2021/04/09 16:00,0.9662,25.83,8.21,7.41,209.53,11.09,7.14,0.031,0.082,1.718
2021/04/09 20:00,0.956533333,25.47,8.04,6.88,210.63,11.4,6.94,0.048,0.084,1.782
2021/04/10 0:00,0.918066667,25.47,7.58,7.18,215.21,9.84,6.59,0.025,0.079,1.636
2021/04/10 4:00,0.862666667,25.23,7.15,6.42,219.01,9.55,6.23,0.045,0.077,1.561
2021/04/10 8:00,0.919666667,25.25,7.47,6.3,212.71,11.54,6.74,0.048,0.083,1.752
2021/04/10 12:00,0.972733333,25.37,7.96,7,212.36,10.69,7.06,0.032,0.091,1.8
2021/04/10 16:00,0.997133333,25.58,8.24,7.53,211.14,8.64,7.09,0.037,0.086,1.831
2021/04/10 20:00,0.982133333,25.34,8.19,6.95,212.2,11.18,7.12,0.052,0.087,1.847
2021/04/11 0:00,0.974266667,25.21,7.91,6.61,213.31,11.4,6.92,0.07,0.086,1.896
2021/04/11 4:00,0.959933333,25.1,7.71,5.78,215.13,11.35,7.03,0.075,0.089,1.952
2021/04/11 8:00,0.938066667,25.1,7.73,5.74,214.28,10.04,6.86,0.083,0.088,1.876
2021/04/11 12:00,0.962333333,25.76,7.94,6.54,210.95,9.17,7.03,0.066,0.086,1.836
2021/04/11 16:00,1.0072,25.87,8.25,7.43,210.46,9.92,7.23,0.031,0.089,1.869
2021/04/11 20:00,0.973666667,25.35,8,6.91,210.75,11.15,7.07,0.052,0.086,1.826
2021/04/12 0:00,0.979266667,25.26,7.67,7.05,213.87,10.12,7.07,0.052,0.086,1.826
2021/04/12 4:00,0.933,25.25,7.36,6.95,215,9.73,6.48,0.025,0.079,1.775
2021/04/12 8:00,0.949733333,25.35,7.61,6.98,211.63,10.38,6.67,0.025,0.079,1.821
2021/04/12 12:00,1.0482,26.07,8.26,8.68,205.97,10.36,7.53,0.025,0.088,1.785
2021/04/12 16:00,0.992466667,25.71,7.56,7.83,219.66,9.97,6.71,0.025,0.09,1.803
2021/04/12 20:00,1.041266667,25.53,7.94,8.42,218.56,10.26,7.16,0.025,0.09,1.854
2021/04/13 0:00,1.058466667,25.59,7.45,8.85,222.58,10.27,7.16,0.025,0.09,1.854
2021/04/13 4:00,1.037866667,25.6,7.79,8.85,223.04,10.72,6.98,0.025,0.079,1.836
2021/04/13 8:00,1.0496,25.71,7.97,8.92,223.47,9.17,7.32,0.025,0.076,1.839
2021/04/13 12:00,1.023333333,26.43,8.16,9,214.96,9.05,7,0.025,0.076,1.745
2021/04/13 16:00,1.018133333,26.18,7.79,8.68,221.74,9.47,6.91,0.025,0.078,1.788
2021/04/13 20:00,1.075533333,25.94,8.36,9.35,220.46,10.95,7.45,0.025,0.083,1.826
2021/04/14 0:00,1.0764,25.82,7.92,9.98,224.99,9.78,6.9,0.025,0.072,1.851
2021/04/14 4:00,1.0502,25.91,7,10.57,232.88,9.41,6.54,0.025,0.068,1.682
2021/04/14 8:00,1.103733333,25.95,8.3,10.16,221.9,10.01,7.45,0.025,0.076,1.84
2021/04/14 12:00,1.081533333,26.67,8.49,10.07,214.11,9.06,7.36,0.025,0.082,1.732
2021/04/14 16:00,1.077133333,26.18,8.15,9.54,224.35,9.43,7.09,0.025,0.082,1.861
2021/04/14 20:00,1.027,25.95,7.47,8.38,223.73,9.73,6.75,0.047,0.081,1.882
2021/04/15 0:00,1.0226,26.07,7.17,9.8,236.35,9.09,6.06,0.026,0.065,1.792
2021/04/15 4:00,0.37,26.06,8.15,9.25,219.48,9.34,,,,
2021/04/15 8:00,1.008533333,26.26,7.55,9.81,223.47,7.99,6.34,0.025,0.066,1.669
2021/04/15 12:00,0.987733333,27.03,7.53,9.29,228.68,7.49,6.34,0.025,0.066,1.669
2021/04/15 16:00,0.941266667,26.31,7.12,8.22,225.56,9.19,6.23,0.025,0.066,1.669
2021/04/15 20:00,1.086733333,26.55,8.33,9.1,221.21,8.57,7.33,0.025,0.077,1.982
2021/04/16 0:00,1.077133333,26.67,7,8.86,221.17,9.17,7.33,0.025,0.077,1.982
2021/04/16 4:00,0.954866667,26.67,6.25,8.36,221.04,9.63,6.14,0.033,0.067,1.711
2021/04/16 8:00,0.9962,26.55,7.54,8.43,217.12,8.74,6.72,0.025,0.073,1.785
2021/04/16 12:00,1.012866667,27.16,7.49,8.38,219.01,8.18,6.77,0.025,0.076,1.855
2021/04/16 16:00,0.9938,26.79,7.3,7.56,220.64,7.78,6.66,0.084,0.076,1.883
2021/04/16 20:00,1.044866667,26.8,8.34,8.98,216.92,8.52,7.19,0.025,0.073,1.84
2021/04/17 0:00,1.0192,26.91,8.24,8.68,214.06,8.11,6.96,0.027,0.075,1.798
2021/04/17 4:00,1.0358,26.75,8.27,8.69,215.73,9.31,6.9,0.025,0.075,1.891
2021/04/17 8:00,0.970533333,26.55,7.7,7.77,217.78,8.82,6.55,0.04,0.068,1.827
2021/04/17 12:00,0.958533333,26.8,7.31,7.75,217.44,7.75,6.4,0.039,0.069,1.792
2021/04/17 16:00,0.9736,26.67,7.33,7.95,214.62,8.8,6.48,0.045,0.068,1.813
2021/04/17 20:00,0.929,26.44,7.22,7.17,209.02,9.04,6.21,0.073,0.069,1.758
2021/04/18 0:00,0.913333333,26.43,7.18,6.78,207.46,8.4,6.16,0.075,0.069,1.764
2021/04/18 4:00,0.912266667,26.43,7.15,7.03,209.41,7.85,6.17,0.058,0.065,1.744
2021/04/18 8:00,0.885666667,26.31,7.08,6.25,209.68,7.65,5.93,0.085,0.064,1.785
2021/04/18 12:00,0.931533333,26.79,7.17,6.5,203.77,7.83,6.31,0.076,0.073,1.865
2021/04/18 16:00,0.880133333,26.8,7.1,5.92,207.81,8.39,6.07,0.108,0.069,1.752
2021/04/18 20:00,0.8736,26.19,6.97,5.49,218.44,8.75,5.82,0.166,0.076,1.754
2021/04/19 0:00,1.0182,26.31,6.98,7.23,215.89,9.43,6.15,0.157,0.082,2.053
2021/04/19 4:00,1.0664,26.19,6.88,7.05,217.74,9.64,6.33,0.201,0.087,2.231
2021/04/19 8:00,1.031,26.19,6.88,7.19,209.52,10.69,6.45,0.159,0.084,2.063
2021/04/19 12:00,1.034466667,26.19,6.95,7.3,200.83,10.5,6.53,0.084,0.085,2.115
2021/04/19 16:00,1.028666667,26.19,6.93,7.39,191.9,10.77,6.59,0.074,0.086,2.063
2021/04/19 20:00,1.032333333,25.95,6.85,6.96,193.06,11.79,6.31,0.122,0.089,2.151
2021/04/20 0:00,1.014533333,25.95,6.67,7.12,221.25,8.88,6.01,0.113,0.074,2.164
2021/04/20 4:00,1.0736,25.95,6.97,6.89,215.63,8.94,6.66,0.112,0.084,2.348
2021/04/20 8:00,1.060266667,26.07,7,6.76,222.69,10,6.77,0.104,0.083,2.302
2021/04/20 12:00,1.072466667,26.43,6.95,7.05,192.95,8.31,6.5,0.17,0.091,2.244
2021/04/20 16:00,1.100066667,26.54,7.26,7.93,214.62,8.69,6.89,0.067,0.084,2.279
2021/04/20 20:00,1.071333333,25.96,7.03,7.14,213.32,9.19,6.49,0.124,0.082,2.313
2021/04/21 0:00,1.036666667,25.83,6.72,6.4,218.82,9.84,5.99,0.184,0.079,2.326
2021/04/21 4:00,1.0614,25.83,6.84,6.8,217.7,7.84,6.24,0.139,0.078,2.378
2021/04/21 8:00,1.074866667,26.04,6.99,7.02,218.03,7.56,6.68,0.107,0.081,2.345
2021/04/21 12:00,1.093,26.57,7.23,8.12,218.11,8.13,6.51,0.077,0.08,2.279
2021/04/21 16:00,1.09,26.67,7.26,7.99,220.15,9.33,6.48,0.093,0.078,2.289
2021/04/21 20:00,1.0806,26.53,7.25,8.02,221.33,8.22,6.57,0.099,0.079,2.21
2021/04/22 0:00,1.072866667,26.44,6.93,8.29,230.43,8.14,6.2,0.063,0.071,2.255
2021/04/22 4:00,0.982,26.52,6.43,8.34,249.4,6.82,5.31,0.044,0.055,2.038
2021/04/22 8:00,1.0794,26.55,7.09,7.91,230.12,7.71,6.39,0.05,0.068,2.36
2021/04/22 12:00,1.091466667,26.91,7.37,8.3,224.33,7.88,6.62,0.075,0.079,2.224
2021/04/22 16:00,1.148866667,27.23,7.77,9.22,223.7,7.75,7.25,0.03,0.082,2.252
2021/04/22 20:00,1.099733333,26.67,7.56,8.34,223.33,8.69,6.79,0.059,0.078,2.25
2021/04/23 0:00,1.0224,26.81,6.96,9.67,237.37,6.86,5.88,0.042,0.059,1.861
2021/04/23 4:00,1.006266667,26.8,6.68,9.25,242.48,7.27,5.63,0.041,0.056,1.922
2021/04/23 8:00,1.084266667,27.02,7.4,9.39,231.1,7.6,6.56,0.032,0.062,2.108
2021/04/23 12:00,1.161933333,27.64,8.19,10.54,218.61,7.85,7.09,0.038,0.077,2.097
2021/04/23 16:00,1.265533333,28.23,8.74,12.79,219.89,7.84,7.75,0.025,0.076,2.073
2021/04/23 20:00,1.1118,26.92,7.88,9.16,208.04,9.62,7.08,0.05,0.073,2.132
2021/04/24 0:00,1.064666667,27.06,6.47,11.27,228.59,7.91,5.27,0.035,0.053,1.891
2021/04/24 4:00,1.0732,27.15,7.35,10.17,218.42,8.45,6.12,0.044,0.059,1.973
2021/04/24 8:00,1.122533333,27.27,8.12,10.46,206.78,8.31,6.67,0.04,0.062,2.059
2021/04/24 12:00,1.152866667,27.52,8.34,10.64,204.74,8.69,6.83,0.042,0.07,2.106
2021/04/24 16:00,1.127466667,27.64,8.3,10.08,204.02,7.09,7.01,0.072,0.068,2.041
2021/04/24 20:00,1.084266667,27.33,8.03,9.27,204.8,8.19,6.74,0.075,0.069,2.024
2021/04/25 0:00,1.026533333,27.15,7.48,8.07,205.64,8.86,6.25,0.098,0.066,2.049
2021/04/25 4:00,1.021733333,27.27,7.19,8.8,210.2,7.73,6.16,0.056,0.064,1.946
2021/04/25 8:00,1.010733333,27.27,7.61,8.08,206.6,7.55,6.31,0.065,0.065,1.996
2021/04/25 12:00,1.0596,27.63,7.86,9.12,204.97,7.85,6.57,0.042,0.07,1.987
2021/04/25 16:00,1.063733333,27.52,7.76,8.59,201.88,8.91,6.52,0.101,0.068,2.073
2021/04/25 20:00,1.0298,27.51,7.92,8.73,203.72,8,6.36,0.07,0.066,1.943
2021/04/26 0:00,1.018466667,27.4,7.87,8.65,206.33,8.22,6.38,0.053,0.065,1.921
2021/04/26 4:00,0.971266667,27.27,7.32,7.46,206.44,7.9,6.08,0.075,0.063,1.961
2021/04/26 8:00,0.942133333,27.39,7.48,7.76,207.38,7.44,5.71,0.051,0.06,1.856
2021/04/26 12:00,0.952866667,27.04,7.42,7.07,205.9,8.15,6.14,0.076,0.067,1.916
2021/04/26 16:00,0.910133333,26.79,7.15,6.38,205.39,7.54,5.92,0.104,0.065,1.859
2021/04/26 20:00,0.925533333,26.8,7.09,5.52,205.09,9,5.98,0.148,0.068,2.039
2021/04/27 0:00,1.020133333,26.78,7.16,4.73,216.75,14.75,7.21,0.17,0.093,2.318
2021/04/27 4:00,0.934866667,26.54,6.97,3.47,211.09,10.01,6.14,0.261,0.091,2.241
2021/04/27 8:00,1.0478,26.19,6.91,2.98,226.43,10.24,6.06,0.349,0.101,2.779
2021/04/27 12:00,1.181333333,26.45,6.98,4.82,216.64,9.07,6.4,0.381,0.108,2.955
2021/04/27 16:00,1.200266667,26.55,6.92,4.96,220.27,9.89,6.29,0.46,0.108,2.961
2021/04/27 20:00,1.261466667,26.18,6.82,4.18,214.61,13.13,5.93,0.612,0.113,3.306
2021/04/28 0:00,1.383533333,25.86,6.73,4.01,207.13,14.11,6.07,0.835,0.121,3.664
2021/04/28 4:00,1.443266667,25.71,6.7,3.93,205.75,15.39,5.99,0.974,0.124,3.838
2021/04/28 8:00,1.506733333,25.71,6.71,3.98,204.81,14.8,5.98,1.103,0.125,4.013
2021/04/28 12:00,1.529133333,26.76,6.9,5.94,208.9,11.81,6.19,1.028,0.123,3.783
2021/04/28 16:00,1.547466667,26.67,7.01,7.11,209.06,10.91,6.38,0.97,0.12,3.682
2021/04/28 20:00,1.442666667,26.06,6.86,4.91,210.58,11.59,5.78,1.009,0.116,3.679
2021/04/29 0:00,1.421333333,25.7,6.81,4.08,210.61,11.97,5.53,1.06,0.121,3.704
2021/04/29 4:00,1.408066667,25.47,6.76,3.56,209.96,11.67,5.3,1.092,0.122,3.743
2021/04/29 8:00,1.3676,25.35,6.75,3.32,210.04,10.95,5.13,1.073,0.117,3.661
2021/04/29 12:00,1.5446,25.71,6.84,4.91,202.85,9.96,5.97,1.163,0.137,3.898
2021/04/29 16:00,1.5034,26.17,7.01,6.63,203.04,10.06,5.91,0.968,0.121,3.633
2021/04/29 20:00,1.464866667,25.71,6.92,5.61,201.84,10.6,5.66,0.997,0.122,3.652
2021/04/30 0:00,1.465466667,25.47,6.8,4.49,199.89,11.23,5.6,1.054,0.126,3.812
2021/04/30 4:00,1.414,25.24,6.75,3.83,199.01,10.78,5.4,1.045,0.129,3.714
2021/04/30 8:00,1.442733333,25.32,6.7,3.24,196.6,11.52,5.56,1.107,0.13,3.882
2021/04/30 12:00,1.568466667,26.18,6.81,5.38,190.3,12.05,6.2,1.037,0.139,4.001
2021/04/30 16:00,1.657533333,26.91,7.64,10.91,190.87,11.28,7.3,0.664,0.137,3.54
2021/04/30 20:00,1.497466667,26.05,6.95,7.27,191.63,11.96,6.23,0.75,0.117,3.66
2021/05/01 0:00,1.372533333,25.61,6.79,5.29,192.68,10.63,5.53,0.759,0.116,3.544
2021/05/01 4:00,1.3394,25.47,6.7,4.49,192,10.3,5.49,0.758,0.118,3.536
2021/05/01 8:00,1.279866667,25.7,6.77,5.39,190.05,9.14,5.42,0.571,0.112,3.287
2021/05/01 12:00,1.505266667,26.67,7.28,10.18,185.26,10.56,6.98,0.345,0.128,3.342
2021/05/01 16:00,1.998533333,29.12,8.49,18.6,188.25,11.38,8.92,0.345,0.148,3.701
2021/05/01 20:00,1.7088,28,7.94,13.66,193.44,10.16,7.5,0.427,0.119,3.54
2021/05/02 0:00,1.6128,27.5,7.29,11.26,191.37,9.36,7.5,0.427,0.119,3.54
2021/05/02 4:00,1.4664,27.04,7.1,9.96,190.2,8.7,6.36,0.367,0.096,3.433
2021/05/02 8:00,1.385666667,26.63,6.9,8.09,184.84,9.14,6.86,0.215,0.116,3.372
2021/05/02 12:00,1.564866667,27.15,7.59,13.2,184.34,10.63,7.58,0.047,0.138,3.184
2021/05/02 16:00,1.485466667,27.15,7.79,12.83,185.48,10.11,6.98,0.1,0.109,3.053
2021/05/02 20:00,1.3994,26.91,7.29,10.71,182.31,11.16,6.81,0.103,0.103,3.102
2021/05/03 0:00,1.273,26.55,6.31,7.55,181.28,10.92,6.81,0.103,0.103,3.102
